Brand,Style,Country,Stars,Top Ten
Batchelors,Bowl,UK,2.5,0
Mama,Bowl,Thailand,3.5,0
Vifon,Bowl,Vietnam,4.25,0
Vifon,Pack,Vietnam,2.75,0
Sunlight,Pack,Taiwan,2.1,0
Vedan,Pack,Taiwan,3.25,0
Ve Wong,Bowl,Taiwan,1.5,0
Baijia,Cup,China,0.0,0
Vifon,Pack,Vietnam,2.25,0
Koyo,Pack,USA,2.5,0
Koyo,Pack,USA,2.75,0
Baijia,Pack,China,0.0,0
Baijia,Pack,China,1.75,0
Nongshim,Pack,South Korea,4.75,7
Pot Noodle,Cup,UK,3.0,0
Menraku,Bowl,Japan,3.75,0
Batchelors,Pack,UK,3.5,0
Maggi,Pack,India,3.75,0
Noah Foods,Bowl,Vietnam,2.0,0
Maruchan,Tray,USA,3.0,0
Shirakiku,Pack,Japan,3.25,0
O Sung,Cup,South Korea,2.5,0
Saigon Ve Wong,Bowl,Vietnam,3.0,0
Paldo,Cup,South Korea,4.0,0
Goku Uma,Bowl,Japan,3.5,0
Foodmon,Bowl,South Korea,5.0,0
Batchelors,Bowl,UK,4.0,0
Uni-President,Cup,Taiwan,3.75,0
Yum Yum,Pack,Thailand,3.25,0
Batchelors,Pack,UK,4.25,0
Sahmyook,Pack,South Korea,3.25,0
Myojo,Bowl,Japan,4.0,0
Wai Wai,Cup,Thailand,3.0,0
Long Kow,Bowl,China,1.5,0
Batchelors,Pack,UK,3.75,0
Mi Sedaap,Pack,Indonesia,4.75,0
Batchelors,Pack,UK,2.75,0
Yum Yum,Pack,Thailand,3.5,0
Samyang,Cup,South Korea,2.75,0
Super Bihun,Pack,Indonesia,3.0,0
Batchelors,Pack,UK,3.25,0
Nissin,Pack,Japan,4.25,0
Mi Sedaap,Pack,Indonesia,4.0,0
Pot Noodle,Cup,UK,3.75,0
Lucky Me!,Pack,Philippines,5.0,0
Yum Yum,Pack,Thailand,3.5,0
Golden Wheat,Pack,China,3.5,0
Unox,Pack,Holland,3.5,0
Menraku,Bowl,Japan,4.75,0
Mi Sedaap,Pack,Indonesia,3.0,0
Yum Yum,Pack,Thailand,3.5,0
Nissin,Pack,USA,3.25,0
Nissin,Pack,Japan,3.0,0
Lucky Me!,Pack,Philippines,0.5,0
Mama,Pack,Thailand,2.0,0
Ottogi,Pack,South Korea,4.25,0
Wai Wai,Pack,Thailand,0.9,0
Mama,Pack,Thailand,3.1,0
Paldo,Pack,South Korea,4.75,0
Doll,Pack,Hong Kong,4.25,0
Yum Yum,Pack,Thailand,3.25,0
Mee Jang,Bowl,Thailand,3.5,0
Sapporo Ichiban,Pack,USA,2.0,0
Unox,Pack,Holland,3.75,0
Little Cook,Bowl,Thailand,2.75,0
Annie Chun's,Pack,USA,1.5,0
JML,Pack,China,3.75,0
Nissin,Cup,Hong Kong,3.75,0
Dragonfly,Bowl,China,4.5,0
Samyang,Pack,South Korea,4.25,0
Menraku,Bowl,Japan,4.25,0
Nan Hsing,Bowl,Taiwan,0.25,0
Snapdragon,Cup,Singapore,2.0,0
Dragonfly,Bowl,China,4.5,0
Thai Kitchen,Pack,USA,4.25,0
Wang,Bowl,South Korea,3.5,0
Tradition,Cup,USA,2.5,0
Shirakiku,Bowl,Japan,3.0,0
Dragonfly,Bowl,China,4.0,0
Paldo,Bowl,South Korea,3.75,0
Menraku,Bowl,Japan,2.75,0
Snapdragon,Cup,Singapore,3.75,0
Ve Wong,Bowl,Taiwan,4.0,0
Samyang,Cup,South Korea,3.75,0
Dragonfly,Bowl,China,3.75,0
Nongshim,Cup,South Korea,2.5,0
JML,Pack,China,3.5,0
Knorr,Pack,Pakistan,3.0,0
GreeNoodle,Pack,Thailand,1.0,0
Sunlee,Bowl,Thailand,2.0,0
Nongshim,Pack,South Korea,3.25,0
Mexi-Ramen,Pack,USA,2.5,0
Dragonfly,Bowl,China,4.75,0
Hsin Tung Yang,Pack,Taiwan,0.0,0
Nissin,Pack,Japan,4.0,0
Maruchan,Tray,USA,2.75,0
Ottogi,Pack,South Korea,3.25,0
Snapdragon,Cup,Singapore,3.5,0
Pulmuone,Pack,South Korea,3.0,0
Noah Foods,Bowl,Vietnam,2.75,0
JML,Pack,China,3.75,0
Foodmon,Bowl,South Korea,5.0,0
JML,Pack,China,3.25,0
Kailo,Bowl,Hong Kong,3.5,0
Kailo,Bowl,Hong Kong,2.75,0
Kamfen,Pack,China,3.0,0
Ottogi,Cup,South Korea,3.0,0
Ottogi,Cup,South Korea,4.25,0
Itomen,Bowl,Japan,4.5,0
Menraku,Bowl,Japan,4.5,0
Thai Kitchen,Bowl,USA,3.75,0
Thai Kitchen,Bowl,USA,3.25,0
Nongshim,Pack,South Korea,3.75,0
Vedan,Pack,Taiwan,1.75,0
Mr. Udon,Pack,South Korea,3.0,0
Annie Chun's,Bowl,USA,1.75,0
Gefen,Pack,USA,3.25,0
Saigon Ve Wong,Bowl,Vietnam,3.75,0
Myojo,Bowl,Japan,4.5,0
Thai Kitchen,Bowl,USA,3.75,0
Koyo,Pack,USA,1.5,0
Maruchan,Pack,USA,3.25,0
Gefen,Pack,USA,3.5,0
Paldo,Pack,South Korea,3.75,0
Vifon,Pack,Vietnam,1.75,0
Saigon Ve Wong,Bowl,Vietnam,3.5,0
Nissin,Bowl,USA,2.75,0
Mama,Pack,Thailand,3.25,0
Ottogi,Pack,South Korea,3.0,0
Nissin,Pack,USA,3.5,0
Samyang,Pack,South Korea,3.5,0
Menraku,Bowl,Japan,5.0,0
Gefen,Pack,USA,3.0,0
Ve Wong,Bowl,Taiwan,3.75,0
Ibumie,Pack,Malaysia,4.5,0
Ve Wong,Bowl,Taiwan,3.75,0
Baijia,Cup,China,0.25,0
Koyo,Pack,USA,1.5,0
Nongshim,Bowl,USA,3.25,0
Myojo,Pack,Japan,4.0,0
Myojo,Bowl,Japan,4.0,0
Ottogi,Pack,South Korea,3.25,0
Wu Mu,Pack,Taiwan,4.25,0
Ve Wong,Bowl,Taiwan,3.75,0
Ve Wong,Pack,Vietnam,4.75,0
Sao Tao,Bowl,Hong Kong,2.25,0
iNoodle,Pack,Taiwan,2.25,0
Mr. Udon,Pack,South Korea,3.25,0
Lucky Me!,Pack,Philippines,4.0,0
Nongshim,Pack,South Korea,4.5,0
Ottogi,Pack,South Korea,3.75,0
Maruchan,Cup,USA,2.75,0
Little Cook,Bowl,Thailand,3.0,0
Samyang,Bowl,South Korea,3.75,0
Nongshim,Bowl,South Korea,3.25,0
Unif,Bowl,Taiwan,3.75,0
Mi Sedaap,Pack,Indonesia,4.25,0
Mi Sedaap,Pack,Indonesia,4.5,5
Lucky Me!,Bowl,Philippines,3.25,0
Ve Wong,Bowl,Taiwan,2.5,0
Unif / Tung-I,Pack,Taiwan,2.75,0
Quickchow,Pack,Philippines,5.0,0
Quickchow,Pack,Philippines,3.75,0
Kamfen,Pack,China,3.75,0
Koka,Pack,Singapore,5.0,0
Vifon,Pack,Vietnam,3.0,0
Chikara,Pack,USA,4.5,0
Q,Pack,Taiwan,3.25,0
Noodle Time,Cup,South Korea,3.0,0
Vifon,Bowl,Vietnam,4.0,0
Myojo,Bowl,Japan,2.75,0
Sapporo Ichiban,Cup,USA,3.5,0
Myojo,Bowl,Japan,4.25,0
iNoodle,Pack,Taiwan,3.75,0
Vifon,Pack,Vietnam,3.5,0
Sapporo Ichiban,Cup,USA,3.75,0
Ve Wong,Bowl,Taiwan,3.75,0
Doll,Pack,Hong Kong,2.5,0
Souper,Pack,Taiwan,4.25,0
Maruchan,Bowl,Japan,4.125,0
Sunlee,Bowl,Thailand,3.25,0
Lucky Me!,Pack,Philippines,3.75,0
Payless,Pack,Philippines,4.0,0
Gomex,Pack,Vietnam,2.25,0
Ottogi,Cup,South Korea,3.5,0
Vifon,Pack,Vietnam,3.75,0
Ibumie,Pack,Malaysia,3.25,0
Vina Acecook,Pack,Vietnam,3.75,0
Maruchan,Cup,USA,2.25,0
Sao Tao,Bowl,Hong Kong,3.0,0
Myojo,Bowl,Japan,4.25,0
Nissin,Cup,Hong Kong,4.25,0
Paldo,Cup,South Korea,3.75,0
Paldo,Bowl,South Korea,3.75,0
Quickchow,Cup,Philippines,3.0,0
Vina Acecook,Bowl,Vietnam,4.25,0
Ottogi,Cup,South Korea,3.0,0
Paldo,Cup,South Korea,3.5,0
Kamfen,Tray,China,2.0,0
Nissin,Tray,Japan,5.0,3
Myojo,Pack,Japan,4.25,6
Menraku,Bowl,Japan,4.0,0
Mama,Pack,Thailand,2.75,0
Maruchan,Cup,USA,2.75,0
Nissin,Bowl,USA,3.75,0
US Canning,Tray,USA,0.0,0
Ve Wong,Bowl,Taiwan,1.25,0
Nissin,Pack,Japan,4.0,0
Lucky Me!,Pack,Philippines,2.75,0
Lucky Me!,Pack,Philippines,2.5,0
Saigon Ve Wong,Pack,Vietnam,4.25,0
Rhee Bros Assi,Tray,South Korea,3.75,0
Nissin,Tray,USA,2.5,0
Ve Wong,Bowl,Taiwan,3.75,0
Sau Tao,Bowl,Hong Kong,4.0,0
Sau Tao,Bowl,Hong Kong,2.75,0
Vifon,Pack,Vietnam,0.5,0
Vifon,Pack,Vietnam,3.75,0
Nissin,Cup,USA,2.75,0
Noodle Time,Bowl,Canada,0.5,0
Nissin,Tray,USA,3.75,0
Fuku,Pack,Hong Kong,5.0,0
Bon Go Jang,Tray,South Korea,3.75,0
Knorr,Cup,Thailand,3.5,0
Saigon Ve Wong,Pack,Vietnam,3.25,0
Payless,Pack,Philippines,2.75,0
Nissin,Cup,Singapore,3.25,0
Sao Tao,Bowl,Hong Kong,2.5,0
Nissin,Pack,Japan,3.5,0
Vina Acecook,Pack,Vietnam,4.5,0
Tayho,Bowl,USA,1.25,0
Nissin,Cup,USA,2.5,0
Nissin,Bowl,USA,3.75,0
Doll,Pack,Hong Kong,3.75,0
Payless,Pack,Philippines,4.0,0
Maruchan,Pack,USA,2.75,0
Nongshim,Bowl,South Korea,2.5,0
Maruchan,Cup,USA,3.0,0
Nissin,Pack,USA,3.25,0
Maruchan,Pack,USA,2.75,0
Nissin,Pack,USA,3.0,0
Nissin,Bowl,USA,3.5,0
Ottogi,Bowl,South Korea,3.25,0
Paldo,Bowl,South Korea,3.5,0
Sunny Maid,Pack,Taiwan,1.75,0
Paldo,Bowl,South Korea,3.125,0
Myojo,Pack,Japan,3.5,0
Paldo,Pack,South Korea,3.75,0
Super Bihun,Pack,Indonesia,4.5,0
Nongshim,Bowl,South Korea,3.5,0
Vina Acecook,Pack,Vietnam,3.75,0
Shirakiku,Pack,Japan,4.0,0
Payless,Pack,Philippines,4.5,0
Nissin,Cup,USA,2.25,0
Maruchan,Pack,USA,5.0,0
Six Fortune,Pack,South Korea,3.5,0
Goku Uma,Bowl,Japan,3.5,0
Nissin,Cup,USA,2.125,0
Nissin,Cup,USA,2.25,0
Nongshim,Cup,South Korea,3.75,0
Sunlee,Bowl,Thailand,4.5,0
Vifon,Pack,Vietnam,3.25,0
Mee Jang,Bowl,Thailand,3.5,0
Nongshim,Bowl,South Korea,4.5,0
Gomex,Pack,Vietnam,3.5,0
Little Cook,Bowl,Thailand,4.0,0
Mee Jang,Bowl,Thailand,3.5,0
Nongshim,Bowl,South Korea,3.5,0
Ottogi,Cup,South Korea,3.5,0
Unif,Bowl,Taiwan,3.75,0
Little Cook,Bowl,Thailand,4.75,0
Maruchan,Pack,USA,4.0,0
Maruchan,Pack,USA,3.75,0
Unif,Bowl,Taiwan,3.25,0
Maruchan,Tray,USA,4.0,0
Unif,Bowl,Taiwan,3.5,0
Unif,Bowl,Taiwan,2.75,0
Paldo,Tray,South Korea,2.5,0
Paldo,Tray,South Korea,4.25,0
Lucky Me!,Bowl,Philippines,1.75,0
Vifon,Pack,Vietnam,2.0,0
Lucky Me!,Pack,Philippines,2.5,0
Paldo,Tray,South Korea,3.75,0
Tradition,Pack,USA,3.75,0
Royal Umbrella,Cup,Thailand,2.75,0
Rhee Bros Assi,Tray,South Korea,3.75,0
Lucky Me!,Bowl,Philippines,3.75,0
Mama,Bowl,Thailand,3.5,0
Paldo,Tray,South Korea,3.25,0
Samyang,Bowl,South Korea,3.75,0
Dragonfly,Bowl,China,4.5,0
Wu Mu,Pack,Taiwan,5.0,0
Lucky Me!,Bowl,Philippines,3.75,0
Nongshim,Pack,South Korea,2.75,0
Rhee Bros Assi,Tray,South Korea,3.25,0
Nissin,Cup,Hong Kong,3.25,0
Tablemark,Bowl,Japan,4.5,0
Paldo,Pack,South Korea,3.75,0
Tiger,Bowl,Taiwan,0.0,0
Paldo,Pack,South Korea,3.75,0
Nongshim,Bowl,South Korea,3.0,0
Doll,Pack,Hong Kong,3.0,0
Paldo,Pack,South Korea,2.0,0
Saigon Ve Wong,Pack,South Korea,3.25,0
Paldo,Cup,South Korea,3.75,0
Myojo,Tray,Japan,4.0,0
Doll,Pack,Hong Kong,4.5,9
Nissin,Cup,Hong Kong,4.5,0
Paldo,Cup,South Korea,4.0,0
Doll,Pack,Hong Kong,4.25,0
Mama,Cup,Thailand,3.0,0
Rhee Bros Assi,Tray,South Korea,4.0,0
Rhee Bros Assi,Tray,South Korea,3.75,0
Fortune,Pack,USA,3.0,0
Vina Acecook,Pack,Vietnam,4.0,0
Wai Wai,Pack,Thailand,3.25,0
Mama,Cup,Thailand,3.75,0
Ve Wong,Pack,Taiwan,4.0,0
Wai Wai,Pack,Thailand,2.5,0
Vina Acecook,Pack,Vietnam,3.5,0
Paldo,Pack,South Korea,3.5,0
Wu Mu,Pack,Taiwan,2.0,0
Paldo,Bowl,South Korea,3.5,0
Nissin,Cup,USA,3.5,0
Mama,Cup,Thailand,2.0,0
Vina Acecook,Pack,Vietnam,4.0,0
Nissin,Cup,USA,3.5,0
Vina Acecook,Pack,Vietnam,3.75,0
Nissin,Tray,USA,1.5,0
Vina Acecook,Pack,Vietnam,3.75,0
Vina Acecook,Pack,Vietnam,3.75,0
Nissin,Bowl,USA,3.5,0
Vina Acecook,Pack,Vietnam,4.0,0
Royal Umbrella,Cup,Thailand,3.25,0
Nissin,Cup,USA,3.5,0
Nissin,Cup,USA,3.5,0
Mama,Cup,Thailand,3.75,0
Vina Acecook,Pack,Vietnam,4.0,0
Nongshim,Bowl,USA,4.25,0
Fortune,Pack,USA,3.25,0
Fortune,Pack,USA,3.5,0
Wu Mu,Pack,Taiwan,3.75,0
Unif,Pack,Taiwan,3.75,0
Koka,Pack,Singapore,4.75,0
Myojo,Pack,Japan,3.0,0
Mama,Pack,Thailand,3.0,0
Six Fortune,Pack,South Korea,3.75,0
Nissin,Tray,Japan,4.75,0
Myojo,Pack,Japan,4.5,0
Fashion Foods,Bowl,Thailand,2.0,0
Fu Chang Chinese Noodle Company,Tray,USA,4.0,0
Sanyo Foods,Bowl,Japan,4.5,0
Ottogi,Pack,South Korea,1.75,0
Nissin,Bowl,USA,4.0,0
Koka,Bowl,Singapore,3.0,0
Koka,Pack,Singapore,5.0,0
Koka,Pack,Singapore,4.25,0
Myojo,Pack,Japan,3.75,0
Koka,Bowl,Singapore,3.5,0
Indomie,Pack,Indonesia,5.0,0
Indomie,Pack,Indonesia,4.5,0
Lucky Me!,Bowl,Philippines,3.75,0
Myojo,Pack,Japan,3.75,0
Vifon,Bowl,Vietnam,2.0,0
Quickchow,Pack,Philippines,1.75,0
Nissin,Tray,USA,4.0,0
Ottogi,Pack,South Korea,3.75,0
Mama,Bowl,Thailand,2.75,0
Koka,Bowl,Singapore,4.25,0
Myojo,Pack,Japan,3.0,0
Nissin,Pack,USA,3.75,0
Wei Lih,Pack,Taiwan,3.0,0
Six Fortune,Pack,South Korea,2.75,0
Maruchan,Tray,USA,3.0,0
Samyang,Bowl,South Korea,4.0,0
Maruchan,Cup,USA,2.75,0
Maruchan,Tray,USA,2.0,0
Maruchan,Tray,USA,2.0,0
Nongshim,Bowl,USA,4.0,0
Maruchan,Tray,USA,3.75,0
Vina Acecook,Tray,Vietnam,3.5,0
Rocket Brand,Pack,China,2.5,0
Nissin,Bowl,USA,3.0,0
Sao Tao,Pack,China,4.25,0
Sapporo Ichiban,Pack,USA,3.5,0
Bon Go Jang,Bowl,South Korea,3.0,0
Sapporo Ichiban,Pack,USA,4.5,0
Nongshim,Bowl,USA,2.5,0
Nongshim,Bowl,USA,2.0,0
Nongshim,Bowl,USA,3.25,0
Nongshim,Bowl,USA,3.5,0
Nongshim,Bowl,USA,4.5,0
Samyang,Pack,South Korea,2.0,0
Shirakiku,Bowl,Japan,4.25,0
Rhee Bros Assi,Tray,South Korea,2.25,0
Nissin,Cup,India,1.5,0
Myojo,Pack,Japan,3.0,0
Saigon Ve Wong,Pack,Vietnam,3.5,0
Boss,Bowl,Thailand,2.5,0
Paldo,Pack,South Korea,4.25,0
Wu Mu,Pack,Taiwan,3.25,0
Maggi,Pack,Malaysia,2.9,0
Nissin,Cup,India,3.0,0
Nongshim,Pack,South Korea,4.0,0
Paldo,Pack,South Korea,4.0,0
Paldo,Pack,South Korea,3.5,0
Shirakiku,Bowl,Japan,3.75,0
Myojo,Pack,Japan,3.75,0
Nissin,Bowl,USA,2.0,0
Myojo,Pack,Japan,3.25,0
Kamfen,Pack,China,2.0,0
Myojo,Tray,Japan,4.75,0
Mama,Pack,Thailand,3.0,0
Mama,Pack,Thailand,2.0,0
Vifon,Pack,Vietnam,3.75,0
Paldo,Tray,South Korea,4.125,0
Samyang,Pack,South Korea,3.0,0
Lucky Me!,Pack,Philippines,0.25,0
Unif / Tung-I,Pack,Taiwan,1.5,0
Mama,Pack,Thailand,3.75,0
Samyang,Pack,South Korea,3.75,0
Myojo,Pack,Japan,3.5,0
Samyang,Pack,South Korea,2.25,0
JFC,Bowl,Japan,3.75,0
Wai Wai,Pack,Thailand,2.5,0
Koyo,Pack,USA,3.25,0
Doll,Pack,Hong Kong,3.5,0
Unif / Tung-I,Pack,Taiwan,3.75,0
Vifon,Pack,Vietnam,3.5,0
Myojo,Pack,Japan,3.75,0
Paldo,Pack,South Korea,0.0,0
Myojo,Bowl,Japan,1.5,0
Mama,Pack,Thailand,1.75,0
Mama,Cup,Thailand,2.5,0
Nissin,Cup,Philippines,2.0,0
Maruchan,Cup,USA,3.0,0
Lucky Me!,Pack,Philippines,4.75,0
Nissin,Cup,USA,1.75,0
Sapporo Ichiban,Cup,USA,1.75,0
Wu Mu,Pack,Taiwan,4.5,0
Shirakiku,Pack,Japan,3.0,0
Chorip Dong,Bowl,South Korea,4.25,0
Maruchan,Bowl,Japan,4.0,0
Myojo,Pack,Japan,3.75,0
Higashi,Pack,Japan,5.0,0
Mama,Pack,Thailand,2.5,0
Sakurai,Pack,Japan,3.5,0
Nongshim,Pack,South Korea,3.5,0
Mama,Pack,Thailand,2.75,0
Nissin,Tray,USA,4.5,0
Six Fortune,Pack,South Korea,2.5,0
Mama,Pack,Thailand,5.0,0
Kamfen,Pack,China,1.75,0
Unif,Pack,Taiwan,3.0,0
Nissin,Bowl,USA,1.75,0
Mama,Pack,Thailand,5.0,0
Unif / Tung-I,Pack,Taiwan,3.25,0
Global Inspiration,Bowl,South Korea,2.25,0
Baijia,Pack,China,0.0,0
Ve Wong,Pack,Taiwan,3.5,0
Unif,Pack,Taiwan,3.25,0
Sapporo Ichiban,Pack,Japan,3.5,0
Nongshim,Pack,South Korea,3.5,0
Mama,Pack,Thailand,0.1,0
Vifon,Pack,Vietnam,2.8,0
Mama,Pack,Thailand,1.5,0
Shirakiku,Pack,Japan,3.0,0
Nissin,Tray,Japan,5.0,0
Wai Wai,Pack,Thailand,3.7,0
Doll,Pack,Hong Kong,4.0,0
Ottogi,Pack,South Korea,4.0,0
Samyang,Pack,South Korea,4.0,0
Ve Wong,Pack,Taiwan,3.4,0
Paldo,Pack,South Korea,3.75,0
Ottogi,Pack,South Korea,4.0,0
Mama,Pack,Thailand,3.6,0
Ottogi,Pack,South Korea,2.8,0
Samyang,Pack,South Korea,2.9,0
Nongshim,Pack,South Korea,4.0,0
Ottogi,Pack,South Korea,3.75,0
Ottogi,Pack,South Korea,3.25,0
Lucky Me!,Pack,Philippines,1.5,0
Mama,Pack,Thailand,3.1,0
Teriyaki Time,Bowl,USA,2.0,0
Ottogi,Pack,South Korea,1.1,0
GreeNoodle,Pack,Thailand,0.5,0
Indomie,Pack,Indonesia,5.0,1
Maruchan,Pack,USA,2.0,0
Ve Wong,Pack,Taiwan,3.0,0
Indomie,Pack,Indonesia,1.5,0
Ve Wong,Pack,Taiwan,4.25,0
Unif / Tung-I,Pack,Taiwan,2.85,0
Ve Wong,Pack,Taiwan,2.75,0
Unif / Tung-I,Pack,Taiwan,2.5,0
Saigon Ve Wong,Pack,Vietnam,2.5,0
Saigon Ve Wong,Pack,Vietnam,3.75,0
Wei Lih,Pack,Taiwan,1.0,0
Mama,Pack,Thailand,2.5,0
Payless,Pack,Philippines,4.5,0
Fashion Food,Bowl,Thailand,2.0,0
Binh Tay,Pack,Vietnam,2.75,0
Long Kow,Pack,China,2.3,0
Unif,Pack,Taiwan,3.2,0
Paldo,Pack,South Korea,3.25,0
Wai Wai,Pack,Thailand,2.75,0
Unif / Tung-I,Pack,Taiwan,3.65,0
Nissin,Pack,Japan,3.75,0
Samyang,Pack,South Korea,1.8,0
Nissin,Pack,Japan,2.0,0
Nissin,Pack,Japan,2.75,0
Unif / Tung-I,Pack,Taiwan,3.5,0
Unif / Tung-I,Pack,Taiwan,3.5,0
Sapporo Ichiban,Pack,Japan,3.25,0
Nissin,Pack,Japan,2.5,0
Nissin,Pack,Japan,3.25,0
Indomie,Pack,Indonesia,2.5,0
Indomie,Pack,Indonesia,4.5,0
Nissin,Pack,Japan,4.0,0
Nissin,Pack,Japan,3.5,0
Nissin,Pack,Japan,3.5,0
Nissin,Pack,Japan,2.5,0
Nissin,Pack,Japan,4.0,0
Baijia,Pack,China,1.75,0
Wei Lih,Pack,Taiwan,4.0,0
Maruchan,Pack,USA,2.0,0
Maruchan,Pack,USA,4.0,0
Nissin,Pack,USA,2.5,0
Sapporo Ichiban,Pack,USA,3.5,0
Nissin,Bowl,Japan,3.0,0
Maggi,Pack,India,1.5,0
Maggi,Pack,India,2.5,0
Maggi,Pack,India,2.0,0
Maggi,Pack,India,3.5,0
Ve Wong,Pack,Taiwan,3.0,0
Doll,Tray,Hong Kong,3.0,0
Doll,Pack,Hong Kong,1.0,0
Hua Feng Noodle Expert,Pack,China,1.0,0
Hua Feng Noodle Expert,Pack,China,3.0,0
Indomie,Cup,Indonesia,2.0,0
Indomie,Pack,Indonesia,4.0,0
Indomie,Pack,Indonesia,5.0,0
Indomie,Pack,Indonesia,5.0,0
Indomie,Pack,Indonesia,4.5,0
Indomie,Pack,Indonesia,3.0,0
Indomie,Pack,Indonesia,5.0,2
Indomie,Pack,Indonesia,3.0,0
Indomie,Pack,Indonesia,5.0,0
Indomie,Pack,Indonesia,4.25,0
Kim Ve Wong,Bowl,Taiwan,0.0,0
Ve Wong,Pack,Vietnam,2.75,0
Little Cook,Bowl,Thailand,0.5,0
Lucky Me!,Pack,Philippines,3.0,0
Lucky Me!,Bowl,Philippines,3.0,0
Lucky Me!,Pack,Philippines,3.0,0
Lucky Me!,Pack,Philippines,3.0,0
Lucky Me!,Pack,Philippines,3.0,0
Mama,Pack,Thailand,3.0,0
Maruchan,Pack,USA,2.0,0
Koka,Pack,Singapore,3.75,0
Koka,Pack,Singapore,3.5,0
Myojo,Tray,Japan,4.0,6
Myojo,Pack,Japan,1.0,0
Mee Jang,Bowl,Thailand,3.5,0
Nissin,Pack,Japan,5.0,0
Nissin,Pack,Japan,4.0,0
Nissin,Pack,Japan,4.0,0
Nissin,Pack,Japan,3.0,0
Nissin,Pack,Japan,2.0,0
Nissin,Pack,USA,4.5,0
Nongshim,Pack,South Korea,3.75,0
Nongshim,Pack,South Korea,4.0,0
Nongshim,Pack,South Korea,3.5,0
Nongshim,Pack,South Korea,4.0,0
Ottogi,Pack,South Korea,3.5,0
Quickchow,Pack,Philippines,2.5,0
Samyang,Pack,South Korea,3.5,0
Samyang,Pack,South Korea,2.5,0
Samyang,Pack,South Korea,3.5,0
Sapporo Ichiban,Pack,Japan,5.0,4
Sapporo Ichiban,Pack,Japan,2.5,0
Six Fortune,Pack,South Korea,2.0,0
Smack,Pack,USA,1.5,0
Sutah,Cup,South Korea,2.0,0
Tung-I,Pack,Taiwan,3.0,0
Ve Wong,Pack,Vietnam,1.0,0
Vifon,Pack,Vietnam,2.5,0
Vifon,Bowl,Vietnam,3.5,0
Wai Wai,Pack,Thailand,1.0,0
Wai Wai,Pack,Thailand,2.0,0
Wai Wai,Pack,Thailand,2.0,0
Westbrae,Pack,USA,0.5,0
