Brand,Style,Country,Stars
Rhee Bros Assi,Tray,South Korea,3.75
Nissin,Tray,USA,2.5
Ve Wong,Bowl,Taiwan,3.75
Sau Tao,Bowl,Hong Kong,4.0
Sau Tao,Bowl,Hong Kong,2.75
Vifon,Pack,Vietnam,0.5
Vifon,Pack,Vietnam,3.75
Nissin,Cup,USA,2.75
Noodle Time,Bowl,Canada,0.5
Nissin,Tray,USA,3.75
Fuku,Pack,Hong Kong,5.0
Bon Go Jang,Tray,South Korea,3.75
Knorr,Cup,Thailand,3.5
Saigon Ve Wong,Pack,Vietnam,3.25
Payless,Pack,Philippines,2.75
Nissin,Cup,Singapore,3.25
Sao Tao,Bowl,Hong Kong,2.5
Nissin,Pack,Japan,3.5
Vina Acecook,Pack,Vietnam,4.5
Tayho,Bowl,USA,1.25
Nissin,Cup,USA,2.5
Nissin,Bowl,USA,3.75
Doll,Pack,Hong Kong,3.75
Payless,Pack,Philippines,4.0
Maruchan,Pack,USA,2.75
Nongshim,Bowl,South Korea,2.5
Maruchan,Cup,USA,3.0
Nissin,Pack,USA,3.25
Maruchan,Pack,USA,2.75
Nissin,Pack,USA,3.0
Nissin,Bowl,USA,3.5
Ottogi,Bowl,South Korea,3.25
Paldo,Bowl,South Korea,3.5
Sunny Maid,Pack,Taiwan,1.75
Paldo,Bowl,South Korea,3.125
Myojo,Pack,Japan,3.5
Paldo,Pack,South Korea,3.75
Super Bihun,Pack,Indonesia,4.5
Nongshim,Bowl,South Korea,3.5
Vina Acecook,Pack,Vietnam,3.75
Shirakiku,Pack,Japan,4.0
Payless,Pack,Philippines,4.5
Nissin,Cup,USA,2.25
Maruchan,Pack,USA,5.0
Six Fortune,Pack,South Korea,3.5
Goku Uma,Bowl,Japan,3.5
Nissin,Cup,USA,2.125
Nissin,Cup,USA,2.25
Nongshim,Cup,South Korea,3.75
Sunlee,Bowl,Thailand,4.5
Vifon,Pack,Vietnam,3.25
Mee Jang,Bowl,Thailand,3.5
Nongshim,Bowl,South Korea,4.5
Gomex,Pack,Vietnam,3.5
Little Cook,Bowl,Thailand,4.0
Mee Jang,Bowl,Thailand,3.5
Nongshim,Bowl,South Korea,3.5
Ottogi,Cup,South Korea,3.5
Unif,Bowl,Taiwan,3.75
Little Cook,Bowl,Thailand,4.75
Maruchan,Pack,USA,4.0
Maruchan,Pack,USA,3.75
Unif,Bowl,Taiwan,3.25
Maruchan,Tray,USA,4.0
Unif,Bowl,Taiwan,3.5
Unif,Bowl,Taiwan,2.75
Paldo,Tray,South Korea,2.5
Paldo,Tray,South Korea,4.25
Lucky Me!,Bowl,Philippines,1.75
Vifon,Pack,Vietnam,2.0
Lucky Me!,Pack,Philippines,2.5
Paldo,Tray,South Korea,3.75
Tradition,Pack,USA,3.75
Royal Umbrella,Cup,Thailand,2.75
Rhee Bros Assi,Tray,South Korea,3.75
Lucky Me!,Bowl,Philippines,3.75
Mama,Bowl,Thailand,3.5
Paldo,Tray,South Korea,3.25
Samyang,Bowl,South Korea,3.75
Dragonfly,Bowl,China,4.5
Wu Mu,Pack,Taiwan,5.0
Lucky Me!,Bowl,Philippines,3.75
Nongshim,Pack,South Korea,2.75
Rhee Bros Assi,Tray,South Korea,3.25
Nissin,Cup,Hong Kong,3.25
Tablemark,Bowl,Japan,4.5
Paldo,Pack,South Korea,3.75
Tiger,Bowl,Taiwan,0.0
Paldo,Pack,South Korea,3.75
Nongshim,Bowl,South Korea,3.0
Doll,Pack,Hong Kong,3.0
Paldo,Pack,South Korea,2.0
Saigon Ve Wong,Pack,South Korea,3.25
Paldo,Cup,South Korea,3.75
Myojo,Tray,Japan,4.0
Doll,Pack,Hong Kong,4.5
Nissin,Cup,Hong Kong,4.5
Paldo,Cup,South Korea,4.0
Doll,Pack,Hong Kong,4.25
Mama,Cup,Thailand,3.0
Rhee Bros Assi,Tray,South Korea,4.0
Rhee Bros Assi,Tray,South Korea,3.75
Fortune,Pack,USA,3.0
Vina Acecook,Pack,Vietnam,4.0
Wai Wai,Pack,Thailand,3.25
Mama,Cup,Thailand,3.75
Ve Wong,Pack,Taiwan,4.0
Wai Wai,Pack,Thailand,2.5
Vina Acecook,Pack,Vietnam,3.5
Paldo,Pack,South Korea,3.5
Wu Mu,Pack,Taiwan,2.0
Paldo,Bowl,South Korea,3.5
Nissin,Cup,USA,3.5
Mama,Cup,Thailand,2.0
Vina Acecook,Pack,Vietnam,4.0
Nissin,Cup,USA,3.5
Vina Acecook,Pack,Vietnam,3.75
Nissin,Tray,USA,1.5
Vina Acecook,Pack,Vietnam,3.75
Vina Acecook,Pack,Vietnam,3.75
Nissin,Bowl,USA,3.5
Vina Acecook,Pack,Vietnam,4.0
Royal Umbrella,Cup,Thailand,3.25
Nissin,Cup,USA,3.5
Nissin,Cup,USA,3.5
Mama,Cup,Thailand,3.75
Vina Acecook,Pack,Vietnam,4.0
Nongshim,Bowl,USA,4.25
Fortune,Pack,USA,3.25
Fortune,Pack,USA,3.5
Wu Mu,Pack,Taiwan,3.75
Unif,Pack,Taiwan,3.75
Koka,Pack,Singapore,4.75
Myojo,Pack,Japan,3.0
Mama,Pack,Thailand,3.0
Six Fortune,Pack,South Korea,3.75
Nissin,Tray,Japan,4.75
Myojo,Pack,Japan,4.5
Fashion Foods,Bowl,Thailand,2.0
Fu Chang Chinese Noodle Company,Tray,USA,4.0
Sanyo Foods,Bowl,Japan,4.5
Ottogi,Pack,South Korea,1.75
Nissin,Bowl,USA,4.0
Koka,Bowl,Singapore,3.0
Koka,Pack,Singapore,5.0
Koka,Pack,Singapore,4.25
Myojo,Pack,Japan,3.75
Koka,Bowl,Singapore,3.5
Indomie,Pack,Indonesia,5.0
Indomie,Pack,Indonesia,4.5
Lucky Me!,Bowl,Philippines,3.75
Myojo,Pack,Japan,3.75
Vifon,Bowl,Vietnam,2.0
Quickchow,Pack,Philippines,1.75
Nissin,Tray,USA,4.0
Ottogi,Pack,South Korea,3.75
Mama,Bowl,Thailand,2.75
Koka,Bowl,Singapore,4.25
Myojo,Pack,Japan,3.0
Nissin,Pack,USA,3.75
Wei Lih,Pack,Taiwan,3.0
Six Fortune,Pack,South Korea,2.75
Maruchan,Tray,USA,3.0
Samyang,Bowl,South Korea,4.0
Maruchan,Cup,USA,2.75
Maruchan,Tray,USA,2.0
Maruchan,Tray,USA,2.0
Nongshim,Bowl,USA,4.0
Maruchan,Tray,USA,3.75
Vina Acecook,Tray,Vietnam,3.5
Rocket Brand,Pack,China,2.5
Nissin,Bowl,USA,3.0
Sao Tao,Pack,China,4.25
Sapporo Ichiban,Pack,USA,3.5
Bon Go Jang,Bowl,South Korea,3.0
Sapporo Ichiban,Pack,USA,4.5
Nongshim,Bowl,USA,2.5
Nongshim,Bowl,USA,2.0
Nongshim,Bowl,USA,3.25
Nongshim,Bowl,USA,3.5
Nongshim,Bowl,USA,4.5
Samyang,Pack,South Korea,2.0
Shirakiku,Bowl,Japan,4.25
Rhee Bros Assi,Tray,South Korea,2.25
Nissin,Cup,India,1.5
Myojo,Pack,Japan,3.0
Saigon Ve Wong,Pack,Vietnam,3.5
Boss,Bowl,Thailand,2.5
Paldo,Pack,South Korea,4.25
Wu Mu,Pack,Taiwan,3.25
Maggi,Pack,Malaysia,2.9
Nissin,Cup,India,3.0
Nongshim,Pack,South Korea,4.0
Paldo,Pack,South Korea,4.0
Paldo,Pack,South Korea,3.5
Shirakiku,Bowl,Japan,3.75
Myojo,Pack,Japan,3.75
Nissin,Bowl,USA,2.0
Myojo,Pack,Japan,3.25
Kamfen,Pack,China,2.0
Myojo,Tray,Japan,4.75
Mama,Pack,Thailand,3.0
Mama,Pack,Thailand,2.0
Vifon,Pack,Vietnam,3.75
Paldo,Tray,South Korea,4.125
Samyang,Pack,South Korea,3.0
Lucky Me!,Pack,Philippines,0.25
Unif / Tung-I,Pack,Taiwan,1.5
Mama,Pack,Thailand,3.75
Samyang,Pack,South Korea,3.75
Myojo,Pack,Japan,3.5
Samyang,Pack,South Korea,2.25
JFC,Bowl,Japan,3.75
Wai Wai,Pack,Thailand,2.5
Koyo,Pack,USA,3.25
Doll,Pack,Hong Kong,3.5
Unif / Tung-I,Pack,Taiwan,3.75
Vifon,Pack,Vietnam,3.5
Myojo,Pack,Japan,3.75
Paldo,Pack,South Korea,0.0
Myojo,Bowl,Japan,1.5
Mama,Pack,Thailand,1.75
Mama,Cup,Thailand,2.5
Nissin,Cup,Philippines,2.0
Maruchan,Cup,USA,3.0
Lucky Me!,Pack,Philippines,4.75
Nissin,Cup,USA,1.75
Sapporo Ichiban,Cup,USA,1.75
Wu Mu,Pack,Taiwan,4.5
Shirakiku,Pack,Japan,3.0
Chorip Dong,Bowl,South Korea,4.25
Maruchan,Bowl,Japan,4.0
Myojo,Pack,Japan,3.75
Higashi,Pack,Japan,5.0
Mama,Pack,Thailand,2.5
Sakurai,Pack,Japan,3.5
Nongshim,Pack,South Korea,3.5
Mama,Pack,Thailand,2.75
Nissin,Tray,USA,4.5
Six Fortune,Pack,South Korea,2.5
Mama,Pack,Thailand,5.0
Kamfen,Pack,China,1.75
Unif,Pack,Taiwan,3.0
Nissin,Bowl,USA,1.75
Mama,Pack,Thailand,5.0
Unif / Tung-I,Pack,Taiwan,3.25
Global Inspiration,Bowl,South Korea,2.25
Baijia,Pack,China,0.0
Ve Wong,Pack,Taiwan,3.5
Unif,Pack,Taiwan,3.25
Sapporo Ichiban,Pack,Japan,3.5
Nongshim,Pack,South Korea,3.5
Mama,Pack,Thailand,0.1
Vifon,Pack,Vietnam,2.8
Mama,Pack,Thailand,1.5
Shirakiku,Pack,Japan,3.0
Nissin,Tray,Japan,5.0
Wai Wai,Pack,Thailand,3.7
Doll,Pack,Hong Kong,4.0
Ottogi,Pack,South Korea,4.0
Samyang,Pack,South Korea,4.0
Ve Wong,Pack,Taiwan,3.4
Paldo,Pack,South Korea,3.75
Ottogi,Pack,South Korea,4.0
Mama,Pack,Thailand,3.6
Ottogi,Pack,South Korea,2.8
Samyang,Pack,South Korea,2.9
Nongshim,Pack,South Korea,4.0
Ottogi,Pack,South Korea,3.75
Ottogi,Pack,South Korea,3.25
Lucky Me!,Pack,Philippines,1.5
Mama,Pack,Thailand,3.1
Teriyaki Time,Bowl,USA,2.0
Ottogi,Pack,South Korea,1.1
GreeNoodle,Pack,Thailand,0.5
Indomie,Pack,Indonesia,5.0
Maruchan,Pack,USA,2.0
Ve Wong,Pack,Taiwan,3.0
Indomie,Pack,Indonesia,1.5
Ve Wong,Pack,Taiwan,4.25
Unif / Tung-I,Pack,Taiwan,2.85
Ve Wong,Pack,Taiwan,2.75
Unif / Tung-I,Pack,Taiwan,2.5
Saigon Ve Wong,Pack,Vietnam,2.5
Saigon Ve Wong,Pack,Vietnam,3.75
Wei Lih,Pack,Taiwan,1.0
Mama,Pack,Thailand,2.5
Payless,Pack,Philippines,4.5
Fashion Food,Bowl,Thailand,2.0
Binh Tay,Pack,Vietnam,2.75
Long Kow,Pack,China,2.3
Unif,Pack,Taiwan,3.2
Paldo,Pack,South Korea,3.25
Wai Wai,Pack,Thailand,2.75
Unif / Tung-I,Pack,Taiwan,3.65
Nissin,Pack,Japan,3.75
Samyang,Pack,South Korea,1.8
Nissin,Pack,Japan,2.0
Nissin,Pack,Japan,2.75
Unif / Tung-I,Pack,Taiwan,3.5
Unif / Tung-I,Pack,Taiwan,3.5
Sapporo Ichiban,Pack,Japan,3.25
Nissin,Pack,Japan,2.5
Nissin,Pack,Japan,3.25
Indomie,Pack,Indonesia,2.5
Indomie,Pack,Indonesia,4.5
Nissin,Pack,Japan,4.0
Nissin,Pack,Japan,3.5
Nissin,Pack,Japan,3.5
Nissin,Pack,Japan,2.5
Nissin,Pack,Japan,4.0
Baijia,Pack,China,1.75
Wei Lih,Pack,Taiwan,4.0
Maruchan,Pack,USA,2.0
Maruchan,Pack,USA,4.0
Nissin,Pack,USA,2.5
Sapporo Ichiban,Pack,USA,3.5
Nissin,Bowl,Japan,3.0
Maggi,Pack,India,1.5
Maggi,Pack,India,2.5
Maggi,Pack,India,2.0
Maggi,Pack,India,3.5
Ve Wong,Pack,Taiwan,3.0
Doll,Tray,Hong Kong,3.0
Doll,Pack,Hong Kong,1.0
Hua Feng Noodle Expert,Pack,China,1.0
Hua Feng Noodle Expert,Pack,China,3.0
Indomie,Cup,Indonesia,2.0
Indomie,Pack,Indonesia,4.0
Indomie,Pack,Indonesia,5.0
Indomie,Pack,Indonesia,5.0
Indomie,Pack,Indonesia,4.5
Indomie,Pack,Indonesia,3.0
Indomie,Pack,Indonesia,5.0
Indomie,Pack,Indonesia,3.0
Indomie,Pack,Indonesia,5.0
Indomie,Pack,Indonesia,4.25
Kim Ve Wong,Bowl,Taiwan,0.0
Ve Wong,Pack,Vietnam,2.75
Little Cook,Bowl,Thailand,0.5
Lucky Me!,Pack,Philippines,3.0
Lucky Me!,Bowl,Philippines,3.0
Lucky Me!,Pack,Philippines,3.0
Lucky Me!,Pack,Philippines,3.0
Lucky Me!,Pack,Philippines,3.0
Mama,Pack,Thailand,3.0
Maruchan,Pack,USA,2.0
Koka,Pack,Singapore,3.75
Koka,Pack,Singapore,3.5
Myojo,Tray,Japan,4.0
Myojo,Pack,Japan,1.0
Mee Jang,Bowl,Thailand,3.5
Nissin,Pack,Japan,5.0
Nissin,Pack,Japan,4.0
Nissin,Pack,Japan,4.0
Nissin,Pack,Japan,3.0
Nissin,Pack,Japan,2.0
Nissin,Pack,USA,4.5
Nongshim,Pack,South Korea,3.75
Nongshim,Pack,South Korea,4.0
Nongshim,Pack,South Korea,3.5
Nongshim,Pack,South Korea,4.0
Ottogi,Pack,South Korea,3.5
Quickchow,Pack,Philippines,2.5
Samyang,Pack,South Korea,3.5
Samyang,Pack,South Korea,2.5
Samyang,Pack,South Korea,3.5
Sapporo Ichiban,Pack,Japan,5.0
Sapporo Ichiban,Pack,Japan,2.5
Six Fortune,Pack,South Korea,2.0
Smack,Pack,USA,1.5
Sutah,Cup,South Korea,2.0
Tung-I,Pack,Taiwan,3.0
Ve Wong,Pack,Vietnam,1.0
Vifon,Pack,Vietnam,2.5
Vifon,Bowl,Vietnam,3.5
Wai Wai,Pack,Thailand,1.0
Wai Wai,Pack,Thailand,2.0
Wai Wai,Pack,Thailand,2.0
Westbrae,Pack,USA,0.5
