Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
ncr50,20.2,low fat,0.01181025,household,154.634,out013,1987,high,tier 3,supermarket type1,4287.752
ncc06,19.0,low fat,0.027028322999999996,household,127.0336,out049,1999,medium,tier 1,supermarket type1,3962.8416
fdc34,16.0,regular,0.17261532699999999,snack foods,154.5972,out013,1987,high,tier 3,supermarket type1,1869.5664
fdq49,12.857645184135976,regular,0.06871772,breakfast,155.563,out019,1985,small,tier 1,grocery store,469.389
fds60,20.85,low fat,0.032421521,baking goods,181.666,out013,1987,high,tier 3,supermarket type1,1438.128
fdp10,19.0,low fat,0.127983545,snack foods,107.6622,out013,1987,high,tier 3,supermarket type1,1270.3464
fdw46,13.0,regular,0.070288365,snack foods,64.3484,out035,2004,small,tier 2,supermarket type1,2218.4456
fdg53,10.0,low fat,0.07675510599999999,frozen foods,141.618,out010,1998,medium,tier 3,grocery store,139.81799999999998
fdp57,17.5,low fat,0.052434201,snack foods,103.999,out035,2004,small,tier 2,supermarket type1,1857.582
ncp43,12.857645184135976,low fat,0.053413906,others,181.766,out019,1985,small,tier 1,grocery store,179.766
fdw49,19.5,low fat,0.08301916299999999,canned,180.2002,out017,2007,medium,tier 2,supermarket type1,5193.9058
fda28,16.1,regular,0.080010553,frozen foods,124.2362,out010,1998,medium,tier 3,grocery store,377.5086
ncs42,8.6,low fat,0.069403341,household,91.2146,out035,2004,small,tier 2,supermarket type1,2554.0088
fdp21,12.857645184135976,regular,0.025616191,snack foods,188.1872,out027,1985,medium,tier 3,supermarket type3,6239.8776
drj39,20.25,low fat,0.036326064,dairy,220.1482,out046,1997,small,tier 1,supermarket type1,3066.6748
fdh12,9.6,low fat,0.085434195,baking goods,105.02799999999999,out017,2007,medium,tier 2,supermarket type1,2556.672
fdq13,11.1,low fat,0.010658153,canned,83.0908,out049,1999,medium,tier 1,supermarket type1,1593.9252
ncq06,13.0,lf,0.041994899,household,254.7014,out018,2009,medium,tier 3,supermarket type2,5100.028
fdl40,12.857645184135976,low fat,0.011556918999999999,frozen foods,94.741,out027,1985,medium,tier 3,supermarket type3,1641.1970000000001
nce54,20.7,low fat,0.0,household,74.3354,out018,2009,medium,tier 3,supermarket type2,1880.885
fdl58,5.78,regular,0.12411034900000001,snack foods,262.3568,out010,1998,medium,tier 3,grocery store,790.9704
fdw38,5.325,regular,0.139244918,dairy,53.0298,out018,2009,medium,tier 3,supermarket type2,377.5086
fdd17,7.5,low fat,0.032599801,frozen foods,238.1906,out013,1987,high,tier 3,supermarket type1,3327.6684
fdk25,11.6,regular,0.157075658,breakfast,166.6474,out049,1999,medium,tier 1,supermarket type1,4211.185
fdr22,12.857645184135976,regular,0.018472713999999998,snack foods,109.9544,out027,1985,medium,tier 3,supermarket type3,5257.1568
fdu35,6.44,low fat,0.0,breads,99.87,out045,2002,medium,tier 2,supermarket type1,1498.05
fdr35,12.5,low fat,0.020739698,breads,198.9742,out045,2002,medium,tier 2,supermarket type1,995.3710000000001
ncz18,7.825,low fat,0.186825823,household,253.5698,out018,2009,medium,tier 3,supermarket type2,3805.047
fdf22,6.865,low fat,0.09512291,snack foods,212.3218,out010,1998,medium,tier 3,grocery store,427.4436
fdd17,7.5,low fat,0.03269312,frozen foods,238.7906,out045,2002,medium,tier 2,supermarket type1,4040.7402
drd37,9.8,low fat,0.013841737,soft drinks,45.206,out046,1997,small,tier 1,supermarket type1,1211.756
fdc08,19.0,regular,0.103449993,fruits and vegetables,225.472,out046,1997,small,tier 1,supermarket type1,3169.208
fdu57,8.27,reg,0.089554186,snack foods,150.8708,out046,1997,small,tier 1,supermarket type1,2407.5328
fdz58,17.85,low fat,0.052257982,snack foods,121.8072,out049,1999,medium,tier 1,supermarket type1,2450.144
fdy01,11.8,regular,0.170251293,canned,116.4834,out035,2004,small,tier 2,supermarket type1,1958.1178
fdg09,20.6,regular,0.048131556,fruits and vegetables,187.1556,out018,2009,medium,tier 3,supermarket type2,4693.89
nce54,20.7,low fat,0.026899856,household,73.9354,out046,1997,small,tier 1,supermarket type1,677.1186
fdb34,15.25,low fat,0.026663778,snack foods,87.0198,out045,2002,medium,tier 2,supermarket type1,2442.1544
fdt24,12.35,regular,0.0,baking goods,76.2328,out046,1997,small,tier 1,supermarket type1,1544.656
fdz08,12.5,regular,0.10990084300000001,fruits and vegetables,83.0592,out013,1987,high,tier 3,supermarket type1,743.0328
nci54,15.2,low fat,0.033651278,household,108.9912,out049,1999,medium,tier 1,supermarket type1,1965.4416
fdu34,18.25,low fat,0.075311837,snack foods,122.6046,out049,1999,medium,tier 1,supermarket type1,2988.1104
fdp23,6.71,low fat,0.0,breads,218.9166,out013,1987,high,tier 3,supermarket type1,2394.8826
ncv29,12.857645184135976,low fat,0.039996021,health and hygiene,176.7686,out019,1985,small,tier 1,grocery store,888.8430000000001
fdg10,12.857645184135976,regular,0.010886324,snack foods,57.2588,out027,1985,medium,tier 3,supermarket type3,801.6232
fdz56,12.857645184135976,low fat,0.04506213,fruits and vegetables,167.5474,out019,1985,small,tier 1,grocery store,1010.6844
ncl41,12.35,low fat,0.041729735,health and hygiene,36.3216,out035,2004,small,tier 2,supermarket type1,276.9728
fdm39,6.42,low fat,0.053426165,dairy,178.7002,out013,1987,high,tier 3,supermarket type1,4477.505
ncz54,14.65,low fat,0.083488992,household,161.3552,out049,1999,medium,tier 1,supermarket type1,7148.0288
fdt59,13.65,low fat,0.0,breads,229.4668,out049,1999,medium,tier 1,supermarket type1,4837.7028
fdv20,20.2,regular,0.060045008,fruits and vegetables,128.3678,out018,2009,medium,tier 3,supermarket type2,1398.8458
nce43,12.5,low fat,0.10402738,household,172.2448,out017,2007,medium,tier 2,supermarket type1,1874.8928
fdp15,12.857645184135976,low fat,0.08353607099999999,meat,255.433,out027,1985,medium,tier 3,supermarket type3,9227.988000000001
fdo16,5.48,low fat,0.015169739,frozen foods,82.225,out018,2009,medium,tier 3,supermarket type2,2247.075
ncp41,12.857645184135976,low fat,0.028382853,health and hygiene,109.4596,out019,1985,small,tier 1,grocery store,647.1576
drd01,12.1,regular,0.061299600999999995,soft drinks,56.2614,out045,2002,medium,tier 2,supermarket type1,552.614
fdm56,16.7,low fat,0.07058862099999999,fruits and vegetables,107.9912,out017,2007,medium,tier 2,supermarket type1,1419.4856
fds22,16.85,regular,0.023201357000000002,snack foods,45.9428,out045,2002,medium,tier 2,supermarket type1,307.5996
fdx20,7.365,lf,0.042626422000000004,fruits and vegetables,227.072,out049,1999,medium,tier 1,supermarket type1,4074.696
fde34,9.195,low fat,0.10850167599999999,snack foods,183.6634,out017,2007,medium,tier 2,supermarket type1,2362.9242
fdv50,14.3,low fat,0.122571209,dairy,122.37299999999999,out046,1997,small,tier 1,supermarket type1,985.3839999999999
ncu17,5.32,low fat,0.093408695,health and hygiene,101.2674,out017,2007,medium,tier 2,supermarket type1,2241.0828
ncp53,12.857645184135976,low fat,0.032731074,health and hygiene,235.6906,out027,1985,medium,tier 3,supermarket type3,5704.5744
fdw09,13.65,regular,0.043386130999999994,snack foods,80.2302,out010,1998,medium,tier 3,grocery store,79.2302
fdw55,12.6,regular,0.021969896000000003,fruits and vegetables,248.6092,out046,1997,small,tier 1,supermarket type1,3237.1196
nce31,12.857645184135976,low fat,0.183948465,household,33.6216,out027,1985,medium,tier 3,supermarket type3,934.7832
fdo49,10.6,reg,0.033052168,breakfast,49.7008,out046,1997,small,tier 1,supermarket type1,961.4152
fdh34,12.857645184135976,low fat,0.054443762,snack foods,184.6582,out019,1985,small,tier 1,grocery store,185.7582
fdj38,8.6,regular,0.040172077,canned,188.553,out013,1987,high,tier 3,supermarket type1,3795.06
fdg32,19.85,lf,0.175995526,fruits and vegetables,224.0772,out046,1997,small,tier 1,supermarket type1,1556.6404
drq35,9.3,low fat,0.042530668,hard drinks,125.5388,out017,2007,medium,tier 2,supermarket type1,2848.2924
fdk25,12.857645184135976,regular,0.274592283,breakfast,167.8474,out019,1985,small,tier 1,grocery store,336.8948
fdd58,7.76,low fat,0.059594017,snack foods,99.67,out018,2009,medium,tier 3,supermarket type2,1897.53
fdb15,10.895,low fat,0.136784873,dairy,265.2568,out035,2004,small,tier 2,supermarket type1,4218.5088
drf60,10.8,low fat,0.0,soft drinks,238.1564,out018,2009,medium,tier 3,supermarket type2,5243.8408
fdh04,12.857645184135976,regular,0.019912606,frozen foods,91.0488,out019,1985,small,tier 1,grocery store,271.6464
fdm04,9.195,regular,0.04719387,frozen foods,52.8666,out049,1999,medium,tier 1,supermarket type1,1384.1982
fdo58,19.6,low fat,0.039638705,snack foods,166.0526,out049,1999,medium,tier 1,supermarket type1,3124.5994
fdq24,15.7,low fat,0.074083388,baking goods,253.3724,out017,2007,medium,tier 2,supermarket type1,6795.1548
drp35,18.85,low fat,0.09105157900000001,hard drinks,127.4336,out045,2002,medium,tier 2,supermarket type1,894.8352
dri47,14.7,low fat,0.02090277,hard drinks,144.5128,out013,1987,high,tier 3,supermarket type1,3307.6944
fdf35,15.0,low fat,0.15386118099999999,starchy foods,108.5938,out013,1987,high,tier 3,supermarket type1,1393.5194
fdp31,21.1,regular,0.161504957,fruits and vegetables,65.0168,out046,1997,small,tier 1,supermarket type1,639.168
fdq52,17.0,low fat,0.119871307,frozen foods,248.3434,out018,2009,medium,tier 3,supermarket type2,6208.585
fdm12,16.7,regular,0.069903773,baking goods,188.6214,out035,2004,small,tier 2,supermarket type1,565.2642
ncs42,8.6,low fat,0.069416467,household,92.5146,out046,1997,small,tier 1,supermarket type1,2006.7212
fdo31,6.76,regular,0.02914662,fruits and vegetables,79.296,out017,2007,medium,tier 2,supermarket type1,1118.5439999999999
fdu19,8.77,regular,0.046771477,fruits and vegetables,173.9422,out046,1997,small,tier 1,supermarket type1,3103.9596
nce19,12.857645184135976,low fat,0.092564193,household,53.4956,out027,1985,medium,tier 3,supermarket type3,2129.2284
fdr16,5.845,regular,0.104998144,frozen foods,213.2218,out035,2004,small,tier 2,supermarket type1,7266.5412
fdf56,16.7,regular,0.119704498,fruits and vegetables,181.9976,out045,2002,medium,tier 2,supermarket type1,5432.928000000001
drj59,11.65,low fat,0.03242518,hard drinks,38.8164,out010,1998,medium,tier 3,grocery store,77.2328
fdh16,12.857645184135976,low fat,0.052300844000000006,frozen foods,88.28299999999999,out027,1985,medium,tier 3,supermarket type3,2157.192
fdi28,14.3,low fat,0.026362623999999998,frozen foods,78.3302,out049,1999,medium,tier 1,supermarket type1,1267.6832
fdc58,12.857645184135976,low fat,0.0,snack foods,45.7428,out027,1985,medium,tier 3,supermarket type3,615.1992
fdu13,8.355,low fat,0.18755862899999998,canned,148.0418,out046,1997,small,tier 1,supermarket type1,1471.418
fdx58,13.15,low fat,0.04376368,snack foods,183.095,out046,1997,small,tier 1,supermarket type1,1830.95
fdu16,19.25,regular,0.0,frozen foods,82.5908,out045,2002,medium,tier 2,supermarket type1,922.7988
fdx35,5.035,regular,0.08007260299999999,breads,228.2036,out045,2002,medium,tier 2,supermarket type1,2504.7396
fdl21,15.85,regular,0.007146415,snack foods,41.048,out046,1997,small,tier 1,supermarket type1,798.96
drm37,15.35,low fat,0.096317593,soft drinks,197.3768,out013,1987,high,tier 3,supermarket type1,3350.3056
fdr35,12.5,low fat,0.020729901999999998,breads,197.2742,out049,1999,medium,tier 1,supermarket type1,3782.4098
fdw32,18.35,regular,0.15783357,fruits and vegetables,87.5882,out010,1998,medium,tier 3,grocery store,171.7764
fdy34,12.857645184135976,regular,0.010928678,snack foods,167.0842,out027,1985,medium,tier 3,supermarket type3,6465.5838
fdq44,20.5,low fat,0.036110222000000004,fruits and vegetables,120.1756,out013,1987,high,tier 3,supermarket type1,2059.9852
drd24,13.85,low fat,0.030842962999999998,soft drinks,143.1154,out049,1999,medium,tier 1,supermarket type1,2552.6772
dre12,4.59,low fat,0.0,soft drinks,111.186,out045,2002,medium,tier 2,supermarket type1,1245.046
ncx29,10.0,low fat,0.089078338,health and hygiene,147.1102,out013,1987,high,tier 3,supermarket type1,2916.204
fds07,12.35,low fat,0.100164204,fruits and vegetables,113.6518,out018,2009,medium,tier 3,supermarket type2,1593.9252
fdi27,12.857645184135976,regular,0.045763622999999996,dairy,43.8744,out027,1985,medium,tier 3,supermarket type3,1222.4088
fdl02,20.0,regular,0.10399676,canned,107.4622,out013,1987,high,tier 3,supermarket type1,1587.933
fdn58,13.8,regular,0.057104065999999995,snack foods,232.6984,out018,2009,medium,tier 3,supermarket type2,1390.1904
drk12,9.5,low fat,0.041971264,soft drinks,33.39,out045,2002,medium,tier 2,supermarket type1,732.38
fdc60,5.425,regular,0.11447240300000001,baking goods,88.3514,out046,1997,small,tier 1,supermarket type1,2833.6448
fdv45,16.75,low fat,0.045117476,snack foods,187.9556,out049,1999,medium,tier 1,supermarket type1,2440.8228
fdb23,19.2,regular,0.0,starchy foods,223.8062,out045,2002,medium,tier 2,supermarket type1,5642.655
nca29,10.5,low fat,0.02727641,household,171.3106,out046,1997,small,tier 1,supermarket type1,3593.3226
fdo20,12.85,regular,0.152747503,fruits and vegetables,252.0382,out018,2009,medium,tier 3,supermarket type2,4037.4112
nch55,12.857645184135976,low fat,0.060706749000000004,household,127.50200000000001,out019,1985,small,tier 1,grocery store,379.506
fdo32,6.36,low fat,0.120788077,fruits and vegetables,45.706,out045,2002,medium,tier 2,supermarket type1,838.908
fds59,12.857645184135976,regular,0.076851759,breads,111.85700000000001,out019,1985,small,tier 1,grocery store,109.85700000000001
fdr59,14.5,regular,0.063810405,breads,263.2594,out013,1987,high,tier 3,supermarket type1,2878.2534
fds55,7.02,low fat,0.081328781,fruits and vegetables,150.0734,out045,2002,medium,tier 2,supermarket type1,4454.202
fdt21,7.42,low fat,0.020387989,snack foods,247.1092,out035,2004,small,tier 2,supermarket type1,4233.1564
ncr38,17.25,low fat,0.113518466,household,253.5724,out046,1997,small,tier 1,supermarket type1,5033.448
fdj22,18.75,low fat,0.052917345,snack foods,190.6504,out045,2002,medium,tier 2,supermarket type1,1342.2528
fdb57,20.25,reg,0.018911473999999998,fruits and vegetables,220.5772,out017,2007,medium,tier 2,supermarket type1,2446.1492
fdr52,12.65,regular,0.075981306,frozen foods,192.3846,out013,1987,high,tier 3,supermarket type1,1910.846
nco41,12.5,low fat,0.018848862,health and hygiene,96.7384,out046,1997,small,tier 1,supermarket type1,2167.8448
fdg47,12.8,low fat,0.116527666,starchy foods,261.4252,out010,1998,medium,tier 3,grocery store,262.3252
fdb44,6.655,low fat,0.0,fruits and vegetables,212.4586,out017,2007,medium,tier 2,supermarket type1,2743.7618
fdy14,10.3,low fat,0.070040195,dairy,263.0226,out046,1997,small,tier 1,supermarket type1,4229.1616
ncn55,14.6,low fat,0.059827007,others,239.2538,out017,2007,medium,tier 2,supermarket type1,3605.3070000000002
fdv48,9.195,regular,0.051827122999999996,baking goods,77.4644,out018,2009,medium,tier 3,supermarket type2,1414.1592
fda21,13.65,low fat,0.03595391,snack foods,185.2924,out035,2004,small,tier 2,supermarket type1,3146.5708
fdz27,7.935,low fat,0.017182935,dairy,51.235,out049,1999,medium,tier 1,supermarket type1,848.895
fdw58,20.75,low fat,0.007546808,snack foods,104.1622,out013,1987,high,tier 3,supermarket type1,1693.7952
fdh45,15.1,regular,0.10583111699999999,fruits and vegetables,41.6796,out049,1999,medium,tier 1,supermarket type1,784.3124
fdh38,12.857645184135976,low fat,0.018275994,canned,115.2808,out019,1985,small,tier 1,grocery store,117.1808
fdl43,10.1,low fat,0.027064381000000002,meat,76.367,out046,1997,small,tier 1,supermarket type1,765.67
fdd38,12.857645184135976,regular,0.0,canned,100.3674,out027,1985,medium,tier 3,supermarket type3,1833.6132
fdv02,16.75,low fat,0.06063976,dairy,173.0106,out049,1999,medium,tier 1,supermarket type1,3593.3226
ncf31,9.13,low fat,0.051847425,household,152.8024,out046,1997,small,tier 1,supermarket type1,1214.4192
ncn05,8.235,low fat,0.014518575,health and hygiene,182.195,out018,2009,medium,tier 3,supermarket type2,2380.235
fdz16,16.85,regular,0.159722816,frozen foods,194.1478,out013,1987,high,tier 3,supermarket type1,5812.434
nct18,12.857645184135976,low fat,0.05911748,household,181.5976,out027,1985,medium,tier 3,supermarket type3,4165.2448
ncp50,17.35,low fat,0.020555958,others,79.4618,out035,2004,small,tier 2,supermarket type1,1772.3596
fdw13,12.857645184135976,low fat,0.17138350600000002,canned,50.5324,out019,1985,small,tier 1,grocery store,207.7296
ncs53,14.5,low fat,0.090286009,health and hygiene,159.9604,out017,2007,medium,tier 2,supermarket type1,2218.4456
drg03,14.5,low fat,0.061986574,dairy,153.0998,out046,1997,small,tier 1,supermarket type1,4921.5936
dre60,9.395,low fat,0.160235723,soft drinks,227.872,out017,2007,medium,tier 2,supermarket type1,1584.604
fdk21,7.905,low fat,0.010032624,snack foods,248.3408,out045,2002,medium,tier 2,supermarket type1,751.0224
fdf52,12.857645184135976,low fat,0.116928924,frozen foods,183.3292,out019,1985,small,tier 1,grocery store,364.8584
ncn43,12.857645184135976,low fat,0.011835436000000001,others,121.37299999999999,out019,1985,small,tier 1,grocery store,246.34599999999998
fdw13,8.5,low fat,0.09788471800000001,canned,52.5324,out046,1997,small,tier 1,supermarket type1,1194.4452
fdw14,8.3,regular,0.038204311,dairy,87.7198,out035,2004,small,tier 2,supermarket type1,1831.6158
fdg24,7.975,low fat,0.014631149,baking goods,84.525,out046,1997,small,tier 1,supermarket type1,416.125
fdr19,13.5,regular,0.16004458900000001,fruits and vegetables,145.4102,out045,2002,medium,tier 2,supermarket type1,3499.4448
ncg06,12.857645184135976,low fat,0.02930277,household,256.1646,out027,1985,medium,tier 3,supermarket type3,5926.2858
fdk10,5.785,regular,0.040351229,snack foods,181.36599999999999,out035,2004,small,tier 2,supermarket type1,1977.4260000000002
drk12,9.5,lf,0.042123243,soft drinks,32.09,out017,2007,medium,tier 2,supermarket type1,432.77
fdy55,16.75,low fat,0.08148512599999999,fruits and vegetables,258.0988,out045,2002,medium,tier 2,supermarket type1,8994.958
fdv04,12.857645184135976,regular,0.149288779,frozen foods,158.4288,out027,1985,medium,tier 3,supermarket type3,2985.4472
fde23,17.6,regular,0.0,starchy foods,46.006,out046,1997,small,tier 1,supermarket type1,326.242
fdi08,18.2,regular,0.06656712099999999,fruits and vegetables,250.2092,out018,2009,medium,tier 3,supermarket type2,2988.1104
dra12,11.6,low fat,0.068535039,soft drinks,143.0154,out010,1998,medium,tier 3,grocery store,283.6308
fdf22,6.865,low fat,0.057062185999999994,snack foods,212.0218,out018,2009,medium,tier 3,supermarket type2,2350.9398
fdq57,7.275,low fat,0.027991092999999998,snack foods,145.976,out049,1999,medium,tier 1,supermarket type1,3515.4240000000004
fdp07,18.2,low fat,0.089901774,fruits and vegetables,197.511,out046,1997,small,tier 1,supermarket type1,392.82199999999995
dre37,13.5,low fat,0.0,soft drinks,189.1872,out035,2004,small,tier 2,supermarket type1,1890.872
drf25,9.0,low fat,0.038892859,soft drinks,36.119,out013,1987,high,tier 3,supermarket type1,1098.57
drf03,19.1,low fat,0.045270425999999996,dairy,38.8138,out013,1987,high,tier 3,supermarket type1,731.0484
fdn51,17.85,regular,0.020942867,meat,260.2936,out035,2004,small,tier 2,supermarket type1,4175.8976
fdd21,10.3,regular,0.030693756000000003,fruits and vegetables,114.2176,out018,2009,medium,tier 3,supermarket type2,2175.8344
ncy42,6.38,low fat,0.015162573,household,145.14700000000002,out046,1997,small,tier 1,supermarket type1,3006.087
fdh28,12.857645184135976,regular,0.0,frozen foods,37.0506,out027,1985,medium,tier 3,supermarket type3,986.7156
ncz29,15.0,low fat,0.11946118800000001,health and hygiene,126.3362,out010,1998,medium,tier 3,grocery store,503.3448
fdn60,15.1,low fat,0.09515808099999999,baking goods,159.2604,out046,1997,small,tier 1,supermarket type1,2852.2872
ncw06,16.2,low fat,0.050545502,household,191.6162,out018,2009,medium,tier 3,supermarket type2,1731.7458
ncs30,5.945,low fat,0.093405156,household,129.3652,out018,2009,medium,tier 3,supermarket type2,4391.6168
fdw26,11.8,regular,0.179191782,dairy,224.2772,out010,1998,medium,tier 3,grocery store,667.1316
fdq01,19.7,regular,0.160951491,canned,256.1014,out049,1999,medium,tier 1,supermarket type1,3060.0168
fdh27,12.857645184135976,low fat,0.10215795800000001,dairy,145.0128,out019,1985,small,tier 1,grocery store,143.8128
ncx41,19.0,low fat,0.017791458,health and hygiene,211.9244,out018,2009,medium,tier 3,supermarket type2,2117.244
fdh58,12.3,low fat,0.036997103999999996,snack foods,115.9834,out049,1999,medium,tier 1,supermarket type1,2073.3012
drb25,12.3,low fat,0.116261335,soft drinks,107.0938,out010,1998,medium,tier 3,grocery store,214.3876
fdg45,8.1,low fat,0.12829573,fruits and vegetables,210.4902,out045,2002,medium,tier 2,supermarket type1,5309.755
fdp11,15.85,low fat,0.069100548,breads,216.6166,out046,1997,small,tier 1,supermarket type1,4136.6154
fdv19,14.85,regular,0.035257037000000005,fruits and vegetables,161.2578,out046,1997,small,tier 1,supermarket type1,4171.9028
fdt32,19.0,regular,0.065633934,fruits and vegetables,186.5214,out046,1997,small,tier 1,supermarket type1,2261.0568
ncu53,5.485,low fat,0.042743727999999995,health and hygiene,166.2842,out035,2004,small,tier 2,supermarket type1,1989.4104
nca30,19.0,low fat,0.129309277,household,188.8872,out035,2004,small,tier 2,supermarket type1,3592.6568
fdh20,16.1,regular,0.0,fruits and vegetables,98.441,out017,2007,medium,tier 2,supermarket type1,868.8689999999999
drd25,6.135,low fat,0.0,soft drinks,114.286,out046,1997,small,tier 1,supermarket type1,2376.906
fdk25,11.6,regular,0.156802171,breakfast,168.0474,out035,2004,small,tier 2,supermarket type1,4379.6324
fdf02,16.2,low fat,0.10363403800000001,canned,101.399,out049,1999,medium,tier 1,supermarket type1,1031.99
fdc04,15.6,low fat,0.045055587,dairy,242.3854,out049,1999,medium,tier 1,supermarket type1,2416.854
fdh21,10.395,low fat,0.031199027999999997,seafood,159.4604,out013,1987,high,tier 3,supermarket type1,316.9208
drg03,14.5,low fat,0.062239080999999995,dairy,154.2998,out018,2009,medium,tier 3,supermarket type2,1691.7978
ncy06,15.25,low fat,0.06153089,household,132.2968,out017,2007,medium,tier 2,supermarket type1,1696.4584
fdm08,10.1,regular,0.053692878,fruits and vegetables,222.9088,out045,2002,medium,tier 2,supermarket type1,5145.3024
ncd31,12.1,low fat,0.01545846,household,166.0526,out049,1999,medium,tier 1,supermarket type1,3617.9572
fdu09,12.857645184135976,regular,0.06627464,snack foods,54.1956,out027,1985,medium,tier 3,supermarket type3,3002.758
fdb49,8.3,regular,0.030274175,baking goods,98.5384,out018,2009,medium,tier 3,supermarket type2,1872.2296
fdq58,7.315,low fat,0.015332871999999999,snack foods,154.034,out045,2002,medium,tier 2,supermarket type1,612.536
fdj58,15.6,regular,0.10589167,snack foods,172.6764,out017,2007,medium,tier 2,supermarket type1,2920.1988
ncn30,12.857645184135976,lf,0.016910914,household,96.641,out027,1985,medium,tier 3,supermarket type3,1544.656
fda52,16.2,reg,0.128621941,frozen foods,175.537,out049,1999,medium,tier 1,supermarket type1,3528.74
ncn42,12.857645184135976,low fat,0.014153743,household,145.6418,out027,1985,medium,tier 3,supermarket type3,3825.6868
fdf04,17.5,low fat,0.013637046000000002,frozen foods,258.5304,out046,1997,small,tier 1,supermarket type1,6199.9296
fdy15,18.25,regular,0.17152392800000002,dairy,155.863,out018,2009,medium,tier 3,supermarket type2,2346.945
fdt03,12.857645184135976,low fat,0.009950343,meat,185.5608,out027,1985,medium,tier 3,supermarket type3,3307.6944
drl59,12.857645184135976,low fat,0.037160705,hard drinks,54.2298,out019,1985,small,tier 1,grocery store,161.7894
fdw08,12.1,low fat,0.148986013,fruits and vegetables,106.52799999999999,out018,2009,medium,tier 3,supermarket type2,1171.808
fdo50,16.25,low fat,0.078103689,canned,91.1804,out013,1987,high,tier 3,supermarket type1,1929.4884
fdp26,7.785,low fat,0.140121306,dairy,102.5306,out018,2009,medium,tier 3,supermarket type2,1358.8978
fdx01,10.1,low fat,0.040446145,canned,118.115,out010,1998,medium,tier 3,grocery store,116.515
fdu22,12.35,low fat,0.093824276,snack foods,119.9124,out017,2007,medium,tier 2,supermarket type1,2014.7108
fdq08,15.7,regular,0.018926773,fruits and vegetables,60.2536,out035,2004,small,tier 2,supermarket type1,1163.8184
ncn54,20.35,low fat,0.021322439,household,79.1328,out035,2004,small,tier 2,supermarket type1,1235.7248
fdr01,12.857645184135976,regular,0.05336162,canned,200.1742,out027,1985,medium,tier 3,supermarket type3,6171.3002
fdb53,12.857645184135976,low fat,0.138777108,frozen foods,147.5392,out027,1985,medium,tier 3,supermarket type3,5219.872
drn47,12.1,low fat,0.016823566,hard drinks,178.56599999999997,out035,2004,small,tier 2,supermarket type1,3775.086
fdr39,20.35,low fat,0.083799283,meat,184.1292,out046,1997,small,tier 1,supermarket type1,2189.1504
ncl30,18.1,low fat,0.048940428,household,127.5336,out046,1997,small,tier 1,supermarket type1,1789.6704
fdt02,12.6,lf,0.02429329,dairy,33.4874,out018,2009,medium,tier 3,supermarket type2,105.8622
fdt25,7.5,low fat,0.05082988099999999,canned,122.7072,out049,1999,medium,tier 1,supermarket type1,1470.0864
fdh53,20.5,regular,0.0,frozen foods,83.2592,out017,2007,medium,tier 2,supermarket type1,1155.8288
drb48,16.75,regular,0.024994069,soft drinks,37.4822,out017,2007,medium,tier 2,supermarket type1,549.9508
fdx16,17.85,low fat,0.110152524,frozen foods,150.205,out010,1998,medium,tier 3,grocery store,149.805
fdh48,13.5,low fat,0.060603014000000004,baking goods,85.554,out045,2002,medium,tier 2,supermarket type1,1731.08
fdf20,12.85,low fat,0.033192524,fruits and vegetables,199.0768,out013,1987,high,tier 3,supermarket type1,3153.2288
fdj03,12.35,regular,0.121174241,dairy,47.8692,out010,1998,medium,tier 3,grocery store,49.2692
drj35,10.1,low fat,0.046848053,hard drinks,60.6878,out017,2007,medium,tier 2,supermarket type1,363.5268
ncn17,11.0,low fat,0.05489331,health and hygiene,101.9358,out013,1987,high,tier 3,supermarket type1,1105.8938
fdn09,14.15,low fat,0.034868095,snack foods,243.7828,out035,2004,small,tier 2,supermarket type1,6579.4356
ncr30,20.6,low fat,0.070933894,household,74.8696,out013,1987,high,tier 3,supermarket type1,223.7088
fdw23,5.765,low fat,0.0821398,baking goods,37.2164,out049,1999,medium,tier 1,supermarket type1,579.246
drn35,8.01,low fat,0.117580062,hard drinks,36.6532,out010,1998,medium,tier 3,grocery store,71.9064
fdl08,10.8,low fat,0.049819857,fruits and vegetables,243.2144,out045,2002,medium,tier 2,supermarket type1,1225.072
drl35,15.7,low fat,0.030877303,hard drinks,42.177,out017,2007,medium,tier 2,supermarket type1,735.709
ncs42,8.6,low fat,0.06952439099999999,household,91.8146,out049,1999,medium,tier 1,supermarket type1,2371.5796
ncy29,12.857645184135976,low fat,0.076860103,health and hygiene,55.993,out027,1985,medium,tier 3,supermarket type3,1471.418
fdo32,6.36,low fat,0.121034655,fruits and vegetables,47.506,out018,2009,medium,tier 3,supermarket type2,1071.938
ncu17,5.32,low fat,0.092865746,health and hygiene,100.6674,out035,2004,small,tier 2,supermarket type1,2648.5524
fdy03,12.857645184135976,regular,0.075753207,meat,111.1202,out027,1985,medium,tier 3,supermarket type3,3150.5656
nci30,12.857645184135976,low fat,0.103188491,household,244.34599999999998,out019,1985,small,tier 1,grocery store,246.34599999999998
fdi04,12.857645184135976,regular,0.072559351,frozen foods,199.3426,out027,1985,medium,tier 3,supermarket type3,3757.1094
fdc35,7.435,low fat,0.122735471,starchy foods,205.2638,out013,1987,high,tier 3,supermarket type1,3520.0846
